** デバッグ
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~63|1|5|7|10|2|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~64|8|5|5|10|1|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~65|8|7|7|10|2|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~66|1|7|5|10|1|10|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~67|1|5|7|10|2|10|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~68|2|5|3|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~69|3|5|3|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~70|2|5|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~71|1|5|3|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~72|1|5|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~73|8|7|8|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~74|8|7|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~75|1|5|7|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~76|1|5|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~77|1|7|7|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~78|2|7|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~79|2|5|9|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~80|2|5|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~81|1|7|9|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~82|1|7|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~83|8|6|7|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~84|1|5|5|10|1|11|0|1|9|12|10|1|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~85|2|5|3|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~86|1|5|4|10|1|11|0|1|9|12|10|0|0|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|0|3|2|10|10|10|10|0|
|~87|1|5|3|10|2|11|0|1|9|12|10|0|0|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|0|3|2|10|10|10|10|0|
|~88|2|5|3|10|1|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~89|3|5|4|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~90|1|5|4|10|1|11|0|1|9|12|10|0|0|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|0|3|2|10|10|10|10|0|
|~91|1|5|3|10|2|11|0|1|9|12|10|0|0|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|0|3|2|10|10|10|10|0|
|~92|3|5|5|10|1|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~93|8|6|6|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~94|1|6|6|10|1|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~95|1|6|6|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~96|1|7|7|10|1|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~97|1|7|7|10|2|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~98|1|7|7|10|1|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|
|~99|1|8|8|10|1|11|0|1|9|12|10|0|6|2|250|3|9|7|0|0|0|0|0|1|1|6|0|1|10|10|3|2|10|10|10|10|10|

** あかずの間
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|5|3|8|1|12|0|9|11|1|10|0|0|2|500|6|10|7|0|0|0|0|0|1|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~2|8|5|4|8|2|12|0|9|11|1|10|1|0|2|500|6|10|7|0|0|0|0|0|2|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~3|1|6|4|8|1|12|0|9|11|4|10|0|6|2|500|6|10|7|0|0|0|0|0|3|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~4|1|4|3|8|2|12|0|9|11|6|10|1|6|2|500|6|10|7|0|0|0|0|0|4|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~5|1|5|3|9|1|12|0|9|11|1|10|0|6|2|500|6|10|7|0|0|0|0|0|5|3|6|0|9|60|60|1|1|10|10|10|10|10|
|~6|2|7|5|9|2|12|0|9|11|4|10|1|6|2|500|6|10|7|0|0|0|0|0|6|3|6|0|9|60|60|1|1|10|10|10|10|10|
|~7|8|4|6|9|1|12|0|9|11|4|10|0|6|2|500|6|10|7|0|0|0|0|0|7|3|6|0|9|60|60|1|1|10|10|10|10|10|
|~8|2|5|5|9|2|12|0|9|11|4|10|1|6|2|500|6|10|7|0|0|0|0|0|8|3|6|0|9|60|60|1|1|10|10|10|10|10|
|~9|1|7|7|9|1|12|0|9|11|6|10|0|6|2|500|6|10|7|0|0|0|0|0|9|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~10|8|7|5|9|2|12|0|9|11|6|10|1|6|2|500|6|10|7|0|0|0|0|0|10|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~11|8|5|7|9|1|12|0|9|11|4|10|0|6|2|500|6|10|7|0|0|0|0|0|11|3|6|0|9|10|0|1|1|10|10|10|10|10|
|~12|1|5|5|9|2|12|0|9|11|4|10|1|0|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|10|0|1|1|10|10|10|10|0|
|~13|2|4|4|9|1|12|0|9|11|1|10|0|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~14|2|7|5|9|2|12|0|9|11|1|10|1|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~15|2|5|3|9|1|12|0|9|11|4|10|0|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~16|1|6|6|9|2|12|0|9|11|1|10|1|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~17|8|5|3|9|1|12|0|9|11|6|10|0|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~18|1|5|9|9|2|12|0|9|11|1|10|1|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~19|2|8|8|9|1|12|0|9|11|1|10|0|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~20|1|5|5|9|2|12|0|9|11|6|10|1|6|2|500|6|10|7|0|0|0|0|0|12|3|6|0|9|60|50|1|1|10|10|10|10|10|
|~21|8|7|7|9|1|12|0|9|11|4|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~22|1|4|8|9|2|12|0|9|11|1|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~23|2|5|7|9|1|12|0|9|11|1|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~24|8|5|5|9|2|12|0|9|11|4|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~25|2|8|6|9|1|12|0|9|11|1|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~26|1|7|5|9|2|12|0|9|11|6|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~27|3|5|7|9|1|12|0|9|11|1|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|1|1|10|10|10|10|10|
|~28|1|6|8|9|2|12|0|9|11|4|10|1|0|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|0|1|1|10|10|10|10|0|
|~29|1|7|7|9|1|12|0|9|11|1|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~30|2|7|5|9|2|12|0|9|11|1|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~31|2|4|6|9|1|12|0|9|11|1|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~32|2|5|5|9|2|12|0|9|11|1|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~33|1|7|7|9|1|12|0|9|11|6|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~34|8|5|5|9|2|12|0|9|11|1|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~35|1|5|3|9|1|12|0|9|11|4|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~36|3|5|3|9|2|12|0|9|11|1|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~37|2|8|4|9|1|12|0|9|11|6|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~38|2|7|5|9|2|12|0|9|11|1|10|1|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~39|2|5|7|9|1|12|0|9|11|4|10|0|6|2|600|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~40|1|4|5|9|2|12|0|9|11|6|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~41|1|7|7|9|1|12|0|9|11|1|10|0|0|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|0|2|1|10|10|10|10|0|
|~42|1|7|5|9|2|12|0|9|11|1|10|1|0|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|0|2|1|10|10|10|10|0|
|~43|8|5|7|9|1|12|0|9|11|1|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~44|2|5|5|9|2|12|0|9|11|1|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~45|3|7|7|9|1|12|0|9|11|1|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~46|2|7|5|9|2|12|0|9|11|1|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~47|1|5|7|9|1|12|0|9|11|4|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~48|1|5|5|9|2|12|0|9|11|1|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~49|8|6|6|9|1|12|0|9|11|1|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~50|8|7|5|9|2|12|0|9|11|6|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~51|1|5|7|9|1|12|0|9|11|4|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~52|1|5|5|9|2|12|0|10|11|1|10|1|0|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|0|2|1|10|10|10|10|0|
|~53|8|5|3|9|1|12|0|10|11|1|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~54|2|5|3|9|2|12|0|10|11|1|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~55|3|5|3|9|1|12|0|10|11|1|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~56|2|5|3|9|2|12|0|10|11|4|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~57|1|5|3|9|1|12|0|10|11|6|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~58|8|7|5|9|2|12|0|10|11|4|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~59|1|5|7|9|1|12|0|10|11|1|10|1|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|2|1|10|10|10|10|10|
|~60|8|5|5|9|2|12|0|10|11|4|10|0|6|2|800|6|10|7|0|0|0|0|0|12|3|6|0|9|10|20|3|1|10|10|10|10|10|
|~61|2|7|7|9|1|12|0|10|11|1|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|9|10|20|3|1|10|10|10|10|10|
|~62|3|7|5|10|2|12|0|10|11|1|10|0|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~63|2|5|7|10|1|12|0|10|11|1|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~64|1|5|5|10|2|12|0|10|11|1|10|0|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~65|8|7|7|10|1|12|0|10|11|4|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~66|8|7|5|10|2|12|0|10|11|1|10|0|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~67|1|5|7|10|1|12|0|10|11|4|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~68|1|5|3|10|2|12|0|10|11|6|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|0|3|1|10|10|10|10|0|
|~69|2|5|3|10|1|12|0|10|11|1|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~70|3|5|5|10|2|12|0|10|11|1|10|0|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~71|2|5|3|10|1|12|0|10|11|4|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~72|1|5|5|10|2|12|0|10|11|1|10|0|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~73|1|7|8|10|1|12|0|10|11|1|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~74|8|7|5|10|2|12|0|10|11|1|10|0|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~75|8|5|7|10|1|12|0|10|11|1|10|1|6|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~76|1|5|5|10|2|12|0|10|11|1|10|0|2|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~77|1|7|7|10|1|12|0|10|11|6|10|1|2|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~78|1|7|5|10|2|12|0|10|11|1|10|0|2|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~79|2|5|7|10|1|12|0|10|11|1|10|1|2|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|20|3|1|10|10|10|10|10|
|~80|2|5|5|10|2|12|0|10|11|4|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~81|2|7|7|10|1|12|0|10|11|1|10|1|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~82|1|7|5|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~83|1|6|7|10|1|12|0|10|11|1|10|1|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~84|8|5|5|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~85|1|5|3|10|1|12|0|10|11|1|10|1|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~86|1|5|4|10|2|12|0|10|11|4|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~87|2|5|3|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~88|2|5|3|10|2|12|0|10|11|4|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|10|5|3|1|10|10|10|10|0|
|~89|3|5|4|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~90|3|5|4|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~91|3|5|3|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~92|1|5|5|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~93|8|6|6|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~94|8|6|6|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~95|1|6|6|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~96|1|7|7|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~97|1|7|7|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~98|1|7|7|10|2|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|
|~99|1|8|8|10|1|12|0|10|11|1|10|0|0|2|800|6|15|7|0|0|0|0|0|12|3|6|0|10|0|0|3|1|10|10|10|10|0|

** けいこ場
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~2|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~3|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~4|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~5|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|

** 倉庫
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|0|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~2|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|0|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~3|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|0|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~4|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|0|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~5|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|0|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|

** 小さな谷
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|1|4|3|8|1|0|0|1|0|1|0|0|2|2|250|4|0|7|0|0|0|0|0|1|1|6|0|1|0|0|1|1|0|0|0|0|0|
|~2|1|4|3|8|1|4|0|1|0|1|10|0|2|2|250|4|0|7|0|0|0|0|0|1|1|6|0|1|10|10|1|1|10|10|10|10|10|
|~3|1|4|3|8|1|5|0|1|0|1|10|0|2|2|250|4|0|7|0|0|0|0|0|1|1|6|0|1|10|10|1|1|10|10|10|10|10|
|~4|1|4|3|8|1|5|0|1|0|1|10|0|2|2|250|4|0|7|0|0|0|0|0|1|1|6|0|1|10|10|1|1|10|10|10|10|10|
|~5|1|4|3|8|1|5|0|1|0|1|10|0|2|2|250|4|0|7|0|0|0|0|0|1|1|6|0|1|10|10|1|1|10|10|10|10|10|

** 黄金の間(シュテン山道上級)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|6|3|3|8|1|7|0|1|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|1|1|5|0|1|0|0|1|1|0|0|0|0|0|
|~2|6|3|3|8|1|7|0|1|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|2|1|5|0|1|0|0|1|1|0|0|0|0|0|
|~3|6|3|3|8|1|7|0|1|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|3|1|5|0|1|0|0|1|1|0|0|0|0|0|
|~4|6|3|3|8|1|7|0|1|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|4|1|5|0|1|0|0|1|1|0|0|0|0|0|
|~5|6|3|3|8|1|7|0|1|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|5|1|5|0|1|0|0|1|1|0|0|0|0|0|

** 黄金の間(鬼ヶ島)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|6|4|3|8|1|11|0|3|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|1|2|6|0|2|0|0|1|1|0|0|0|0|0|
|~2|6|4|3|8|1|11|0|3|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|2|2|6|0|2|0|0|1|1|0|0|0|0|0|
|~3|6|4|3|8|1|11|0|3|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|3|2|6|0|2|0|0|1|1|0|0|0|0|0|
|~4|6|4|3|8|1|11|0|3|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|4|2|6|0|2|0|0|1|1|0|0|0|0|0|
|~5|6|4|3|8|1|11|0|3|0|1|0|0|0|0|1000|8|10|7|0|0|0|0|0|5|2|6|0|2|0|0|1|1|0|0|0|0|0|

** 黄金の間(最果てへの道低層)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|4|3|8|1|10|0|4|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|1|3|7|0|4|10|10|1|1|10|10|10|10|10|
